983.046	0.0420012	0	1
981.888	0.084658	31761	2
986.344	0.16414	189417	4
990.686	0.330632	881990	8
995.935	0.486573	2039806	12
1002.28	0.65519	3724559	16
925.116	0.954844	8339486	24
930.561	1.28983	14978349	32
820.736	2.54469	60072730	64
