983.847	0.0406126	0	1
249.836	0.0421039	15771	2
64.3747	0.0411159	47533	4
17.091	0.0426235	113329	8
8.14643	0.0383946	164704	12
5.08727	0.0428898	242005	16
2.33184	0.0389265	353764	24
1.48677	0.0438219	515031	32
1.74519	0.0384985	939718	64
5.28541	0.0310573	1697146	128
