9.92184	0.00405799	0	1
10.1789	0.00823859	3172	2
10.4663	0.0159952	18641	4
11.1335	0.0326249	87659	8
11.6332	0.0503643	213080	12
12.2173	0.0657977	383576	16
11.9737	0.100272	885007	24
12.499	0.131154	1576430	32
13.3654	0.254821	6360148	64
16.0435	0.491518	25187049	128
