9.90452	0.00407605	0	1
2.62074	0.0044706	1609	2
0.716434	0.00396506	4514	4
0.218464	0.00462736	11930	8
0.138076	0.00371561	15635	12
0.110206	0.00413258	23997	16
0.140741	0.0032529	29290	24
0.236434	0.00367887	46621	32
1.67171	0.00388295	101388	64
5.2496	0.00421843	173814	128
12.421	0.00456153	355155	192
20.7893	0.00351163	291292	256
