246.808	0.0212391	0	1
248.856 0.0415156	15736   2
250.115	0.0841205	94736	4
256.783	0.16265	437526	8
263.001	0.246044	1035934	12
269.313	0.328743	1884908	16
258.303	0.481545	4311811	24
265.213	0.647201	7589113	32
252.409	1.28733	31015113	64
218.805	2.56209	122965357	128
