998.115	0.000412291	0	1
998.976	0.000850159	3133	2
1011.97	0.00163167	19117	4
1042.43	0.00341919	89836	8
1090.82	0.00503066	209710	12
1135.26	0.00645016	379100	16
1126.94	0.00984935	869708	24
1138.81	0.01301	1555520	32
1148.12	0.0271397	6431624	64
1421.79	0.0538186	25832991	128
